id,raw_budget,raw_revenue
10922,30000000,24863804
13537,6000000,2944752
605,150000000,275125460
10719,33000000,220443451
508,40000000,244931766
10715,80000000,68514844
8619,150000000,212011111
10588,109000000,133960541
4970,40000000,141591324
10147,23000000,77147031
10756,90000000,182290266
9562,80000000,43935763
9556,16000000,48878520
31510,3900000,5027000
951,26000000,216000000
1643,1250000,96301534
10413,15000000,30000000
11092,22000000,135000000
9261,1000000,30000000
10021,12000000,110996879
11676,25000000,21000000
618,100000,11000000
3089,3000000,9012000
79,31000000,177394432
70881,1152000,1439000
10023,20000000,66673516
11519,35000000,92455742
616,140000000,456758981
587,70000000,122919055
6964,80000000,266728738
1792,55000000,65784503
122,94000000,1119929521
11820,65000000,141337989
8696,10000000,96542059
504,4500000,64240813
11007,40000000,51597569
2289,79000000,173013509
9620,60000000,96269812
10601,100000000,73512403
5966,42000000,171963386
10718,40000000,25331138
16933,400000,4000000
1954,13000000,96060858
13476,24000000,20866170
21301,18000000,65971313
14292,28000000,64445708
1824,75000000,75577026
8842,39000000,6614280
11132,15000000,33051296
615,30000000,611899420
10677,25000000,27685016
2023,100000000,40800000
9384,60000000,75000000
1586,40000000,92913171
924,26000000,43335424
38,20000000,73169222
11081,45000000,65470529
16941,5000000,4856298
5516,35000000,76747441
11024,80000000,181466833
1487,66000000,99318987
13700,110000000,103951461
10733,107000000,25819961
14442,35000000,27388767
6844,13282712,120336000
923,650000,55000000
41857,4450000,12000000
10338,5600000,29950000
2098,1000000,9442967
393,30000000,152159461
10096,37000000,96455697
9509,70000000,130293714
11141,28000000,12144910
10625,17000000,34600000
7131,160000000,300257475
652,175000000,497409852
10375,55000000,6416302
9461,850000,90000000
667,9500000,111600000
700,27500000,119600000
36670,36000000,104600000
13937,12000000,37170057
25508,134000,4000000
10604,783000,23500000
25009,3103000,8268000
82838,779000,765000
11577,4638783,5367980
23330,3716946,5000000
5927,3200000,2800000
14703,3000000,12000000
10775,6428966,8708932
18283,2352625,3275000
5916,3352254,58831997
14554,1271000,3788000
31526,1114000,1843000
31623,1631000,13666420
13763,7200000,80000000
809,150000000,919838758
435,125000000,544272402
13193,5000000,10156933
673,130000000,796688549
16617,27000000,23658061
2789,105000000,115772733
8920,35000000,99800000
9890,90000000,102001626
8193,400000,1576504
27017,802000,4371000
52959,14000000,10000000
20849,2592000,3027000
26516,1168000,8144000
43805,2677762,3150000
8341,3000000,23560500
19414,1775000,7050000
17820,2295429,7621000
26175,3842000,24729920
42812,376000,486000
10204,110000000,72178895
9472,20000000,167722310
594,60000000,218686156
12153,37000000,42254715
11036,29000000,115603229
54028,1324000,2783000
1777,6000000,222446320
558,200000000,375400000
9477,120000000,203567857
8699,26000000,90574188
9893,10000000,10148953
11247,20000000,70164105
2048,120000000,144801023
11897,15000000,50000000
2502,75000000,288500217
314,100000000,82102379
18923,6500000,1548955
42525,11000000,1280000
42737,6290000,4045000
14462,80000000,96105964
6947,60000000,142500000
401,2500000,9043000
44289,11500000,15840000
1538,65000000,36800000
11130,40000000,134734481
395,60000000,171183863
10762,19000000,71274967
11026,50000000,78000586
11237,25000000,70992898
8080,27000000,11376220
14797,10000000,6106178
11632,23000000,19247496
9759,25000000,56422687
1577,45000000,78193382
11823,31000000,41512007
10145,42000000,117592831
10555,75000000,367275019
11128,55000000,102332848
11045,25000000,68895435
4380,50000000,170128460
3989,30000000,17447224
15566,45000000,14793624
1970,10000000,187281115
8849,60000000,35150546
9675,12000000,109706931
4553,5000000,8203235
176,1200000,103911669
1677,40000000,74737765
10740,20000000,23925492
9806,92000000,631442092
5255,165000000,307514317
11249,12000000,7658245
10589,58000000,61347797
9801,40000000,262520724
866,25000000,116766556
2059,100000000,174443000
140,5000000,40273930
11836,30000000,140161792
1966,155000000,167298192
13673,60000000,96572480
2288,27000000,115505027
163,110000000,107300000
36648,65000000,128905366
70368,17311,137365
96713,212000,438000
3060,245000,22000000
43874,1486000,1688000
55604,1614000,12147700
33112,1166000,2264300
22387,1210000,17760460
26701,2164000,3399000
29244,1243000,2841000
29380,2503654,6803000
35032,3700000,2956000
41609,4474000,8412000
25209,3768785,8010000
43388,2258000,9955000
43961,1111000,2589000
28431,1708000,5628967
44134,659000,950000
69977,1500000,2600000
50474,6500000,4100000
10299,2235000,4950000
23574,20000000,19816200
3482,6700000,6000000
4191,747000,1750000
5767,4000000,12000000
24402,500000,100000000
38985,12000000,9000000
1362,3000000,5000000000
42086,700000,2602206
27064,5000000,518842
16296,2000000,43625095
22792,300000,950000
12088,8000000,40000000
11056,10600000,34405297
4689,4000000,1954937
10077,80000000,5989640
11774,140000000,209073645
2841,47000000,70115868
670,3000000,14980005
9667,29000000,20046858
179,80000000,162944923
83,120000,54667954
11866,45000000,34586268
10320,50000000,68539928
11658,12800000,69827583
3509,8700000,7659918
70,30000000,216763646
205,17500000,33882243
118,150000000,67200000
421,50000000,10788000
2567,110000000,213741459
9833,70000000,154648887
6478,23000000,8010814
693,80000000,516642939
11162,18000000,32000000
15045,26000000,48551322
11804,10000000,91196419
18627,900000,1625778
9947,43000000,56558953
6439,30000000,90754475
7214,30000000,76669806
19610,6000000,72000000
11637,32000000,97918663
11096,30000000,122650962
8968,20000000,67192859
6961,15000000,47175038
4935,24000000,235184110
8488,70000000,368100420
13682,20000000,55686944
561,100000000,230884728
10214,84000000,57552641
3040,4200000,31933365
13498,40000000,21577624
9470,20000000,72100000
16186,5500000,50652203
10022,56000000,73000000
4551,53000000,95226116
2026,52000000,77944725
9928,75000000,122400000
6593,9500000,16816849
36815,10000000,8166000
18770,2900000,6200000
40916,1140850,3771000
10040,45000000,101393569
11638,35000000,103075949
187,40000000,158753820
7364,130000000,34500000
37214,1337000,3337000
9674,6000000,14847121
30204,3350000,8750000
7453,50000000,104478416
10065,19000000,108047131
32850,1290000,1129000
11679,60000000,71022693
1495,130000000,152000000
10066,30000000,17000000
1640,6500000,98410061
43881,1300000,13122717
10027,45000000,26013571
1895,113000000,848754768
4379,60000000,16300000
43506,958000,3117000
953,75000000,238000000
9291,82000000,190320568
921,88000000,108539911
9779,25000000,42013878
787,120000000,197755824
14199,50000000,71992655
18289,5000000,7538198
11620,7623000,45860660
272,150000000,374218673
15767,19500000,9167302
11451,50000000,31500000
11683,15000000,46770602
9722,85000000,131426169
28000,1920000,3360000
12574,14000000,40689691
74,132000000,591745540
1667,8000000,127392693
9009,30000000,24010000
9738,100000000,330120875
9522,40000000,285176741
11309,1500000,5100000
1635,126000000,162949164
13341,30000000,34252847
1696,7000000,19390029
11459,35000000,86369815
10048,135000000,10500000
16320,40000000,38849097
308,10000000,31981030
6519,50000000,111069515
1444,1000000,3399228
9913,43000000,45081407
8292,45000000,92374674
13922,80000000,10769311
6957,26000000,177378645
11460,26000000,95577774
4442,88000000,105316267
9042,30000000,33296457
9335,32000000,88978202
9007,58000000,50758439
1830,50000000,72617068
10092,1000000,15585495
8814,60000000,15800000
9923,50000000,20405441
1947,30000000,9409378
8643,20000000,144216468
9315,55000000,223387299
3933,40000000,117195061
18651,1196000,1825000
533,30000000,115600000
5236,15000000,15569469
142,14000000,178062759
9621,57000000,13500000
1656,75000000,74000000
6963,22000000,19039770
215,4000000,147748505
1951,14200000,469101
25,72000000,96889998
9982,150000000,314432837
11661,22000000,16589013
38761,900000,3711923
10060,40000000,42000000
231,50000000,93974620
8999,22000000,57479076
4348,28000000,121147947
9885,1000000,27762648
674,150000000,896911078
69,28000000,186438883
1833,40000000,31670620
6795,65000000,64321501
24618,14000000,3251789
13499,45000000,72028752
116,15000000,87989926
43176,3240816,5344000
253250,1482000,2547000
411,180000000,745013115
254,207000000,550517357
1904,85000000,157749686
9043,17000000,92283851
9515,10000000,17297244
612,70000000,130358911
546,1000000,15151744
2800,70000000,88933562
9641,60000000,129181830
7552,100000000,202026112
11400,30000000,30536013
168705,25000000,1216111
1690,4800000,80206916
10982,17500000,110013167
834,50000000,111340801
9912,25000000,18297690
13275,26000000,17496992
11565,40000000,138259062
11283,25000000,122489822
9286,25000000,117719158
1651,1600000,1300000
12096,65000000,158851357
9975,50000000,71052604
9754,50000000,82751189
10053,15000000,66966987
9036,40000000,120455994
10073,20000000,84795656
16781,6000000,63308879
9920,30000000,31070211
6877,50000000,128406887
950,80000000,660940780
7483,1234567,205382
20442,1261000,3850000
752,54000000,132511035
9655,20000000,57194667
9388,6500000,39323027
9950,13000000,2636637
388,45000000,184376254
9792,15000000,70355813
10067,50000000,87134280
582,2000000,77356819
12763,30000000,65742529
3093,70000000,32658142
4257,45000000,178262620
39045,8000000,3418605
5820,60000000,78084827
9904,80000000,102338515
588,50000000,97607453
9310,17000000,14560987
35545,558000,1296000
956,150000000,395668139
9530,65000000,87528173
9829,15000000,77635035
10008,14000000,18986905
7518,80000000,336002996
503,160000000,181674817
591,125000000,758239851
36668,210000000,459359555
9767,52000000,76530159
13689,10000000,222340
920,120000000,461981126
12766,3000000,11000000
806,25000000,64891526
9353,32000000,99255460
2044,40000000,114830111
9339,70000000,237681299
350,35000000,326551094
58,225000000,1066179725
1819,54000000,130431368
9697,70000000,72785169
4474,30000000,38365852
1887,40000000,60862471
1841,1026000,2657000
13508,1000000,1222746
151590,572638,700000
9615,85000000,158468292
9513,60000000,140225000
25509,1984000,2510000
1452,209000000,391081192
773,8000000,100523181
1164,25000000,135330182
9072,64000000,42950069
9297,75000000,140175006
326,33000000,62022014
512,4000000,39215642
9718,72500000,162966177
1593,110000000,574480841
1852,63000000,162970240
43610,2160000,8096000
82,135000000,163777560
1402,55000000,307077295
9293,18000000,68824526
9906,50000000,55181129
148,5000000,5612659
9907,51000000,118583844
9762,12000000,114194847
11559,19300000,197659
9788,23000000,38505009
1491,16000000,87892388
34233,3500000,5000000
9988,17500000,20387597
9954,20000000,32347239
13075,2000000,622806
10846,35000000,24000000
76117,2000000,8000000
1579,40000000,120654337
65488,5000000,9080000
9664,60000000,17834865
15624,450000,529643
496,18000000,261572744
24751,6000000,12000000
4643,70000000,94973540
7484,85000000,197309027
27275,5000000,26200000
1422,90000000,289847354
10781,16000000,51764406
1975,20000000,70711175
15005,20000000,13538582
1440,26000000,14850326
1523,6000000,48363516
1378,2000000,3108568
9693,76000000,68327768
1124,40000000,109676311
3683,90000000,32297873
214,10000000,164874275
21173,2000000,657256
11619,149000000,178120010
13767,12000000,110768122
4928,1659000,1085000
10093,15000000,11987890
36557,150000000,599045960
9836,100000000,384335608
7551,75000000,180557550
10741,14000000,20597806
1581,85000000,205135324
7873,2000000,5967038
2447,30000000,46432264
1372,100000000,171407179
2486,100000000,249488115
1246,24000000,128926766
18615,16800000,2281089
14202,19400000,26522838
1247,90000000,99480480
1125,70000000,154937680
1646,21000000,43090741
1259,15000000,26196359
1494,45000000,78568977
182,32000000,5914908
1251,19000000,54917146
5393,47000000,38085778
1931,14000000,75511123
9992,86000000,113325743
14449,15000000,22205648
33375,2000000,5575367
8398,10000000,25393046
1265,17000000,137587063
27432,100000,456459
7516,17000000,53960137
9760,20000000,86865564
1248,50000000,82169884
9757,60000000,159313561
1252,18000000,2517423
2062,150000000,623722818
1250,110000000,228738393
11172,40000000,145896422
3594,32000000,77566815
10090,10000000,22021262
7874,15000000,10903846
12271,7000000,919923
1738,70000000,55286454
1949,65000000,84785914
7006,10000000,6213335
1271,65000000,456068181
18019,2070000,3920000
2977,16500000,37311672
9963,20000000,73346503
14001,20000000,22217407
2355,20000000,21418543
7485,61000000,95696996
9793,15000000,37466538
1273,34000000,95608995
8270,16000000,4646830
9955,61000000,145708642
1683,40000000,62771059
1267,150000000,169333034
13249,18000000,1215288
175027,329000,493000
7183,60795000,73090611
8271,20000000,117760134
10294,19000000,35300645
1268,25000000,183956926
559,258000000,890871626
4964,30000000,219076518
2976,75000000,202548575
1562,15000000,64238440
810,160000000,798958162
285,300000000,963420425
15568,9000000,3036736
298,85000000,194157900
12561,10000000,21263023
36679,12000000,10764102
1691,10000000,35633963
9408,100000000,149044513
1979,130000000,289047763
14043,20000000,30666930
9952,10000000,7177143
2359,9000000,33105392
1988,16000000,16686371
3021,25000000,131998242
19606,19000000,50000000
1571,110000000,383531464
2959,35000000,26824897
2698,175000000,173418781
1858,150000000,709709780
675,150000000,939885929
3563,85000000,186072214
27683,4000000,13000000
4688,45000000,29367143
2270,70000000,135560026
35,75000000,343610123
5857,12000000,9620399
3638,28000000,92601050
2503,110000000,442824138
8363,20000000,169871719
23861,3700000,3685000
13074,13000000,3242427
5174,140000000,258022233
9703,35000000,25303038
10760,16500000,13620075
4349,70000000,86658558
2082,15000000,80253908
4351,21000000,8329799
5176,55000000,71171825
4141,39000000,24096824
4347,30000000,129266061
4413,70000000,69766619
7737,45000000,147717833
13680,22000000,147880543
9038,60000000,127766650
7211,25000000,67938171
4538,17500000,35076923
2001,21000000,54926886
4517,55000000,74870866
4566,25000000,92991835
6615,12000000,11293523
4513,32000000,80276156
8954,11000000,1783000
14753,20000000,7551009
663,10000000,139352633
7347,4000000,14067078
4982,100000000,266465037
5559,150000000,287594577
6977,25000000,171627166
5375,100000000,97838349
2310,150000000,196393745
2284,65000000,69474661
6639,45000000,31336389
4723,17000000,374743
20714,4000000,7537453
4523,85000000,340487652
1620,24000000,99965792
13483,8600000,32685679
2268,180000000,372234864
6479,150000000,585349010
6477,60000000,361336633
3902,20000000,11664116
7326,7500000,231411584
7350,45000000,175372502
7979,20000000,74180745
13250,20000000,7432482
13885,50000000,152523073
6637,130000000,457364600
7345,25000000,77208711
6538,75000000,109155885
440,40000000,128884494
19213,8300000,1556337
54318,40000000,104636188
6023,30000000,156835339
6557,30000000,160259319
10253,35000000,53587404
13195,20000000,6450887
7191,25000000,170764026
15017,10000000,1433049
8875,2600000,666892
43604,1017400,1875000
7555,50000000,113244290
7278,30000000,84646831
9030,12000000,56964642
11253,85000000,160388063
13490,35000000,43650785
8676,70000000,111231041
8247,85000000,222231186
13641,10000000,858728
7461,40000000,151161491
8204,90000000,162839667
8328,17500000,150816700
12184,35000000,78269970
7840,105000000,269784201
12222,85000000,297138014
12246,20000000,26527510
12177,62000000,40863344
13025,2000000,5364858
8944,25000000,3291679
8060,12000000,2843997
155,185000000,1004558444
8065,35000000,157927340
14044,16000000,35000000
10488,37000000,100074624
11152,8000000,22728043
9870,30000000,105173115
11918,35000000,73026302
7459,120000000,93945766
1729,55000000,127980002
8617,20000000,57197876
1726,140000000,585174222
10761,40000000,105962760
8681,25000000,226830568
9029,35000000,219375797
2454,225000000,419651413
217,185000000,786636033
10120,8000000,779273
10885,8000000,47879410
4564,65000000,415252786
10665,10000000,82391145
9502,130000000,631744560
46189,2644000,3650000
10661,90000000,199936011
18467,1500000,3072
8645,48000000,163403799
1724,150000000,263427551
10681,180000000,534767889
8909,75000000,341433252
8960,150000000,624386746
11665,80000000,230685453
13990,6000000,2899975
11631,52000000,602609487
88751,45000000,241995151
11260,60000000,50650079
11802,37000000,64762724
13183,130000000,185258983
12133,65000000,128107642
8836,30000000,68369434
1735,145000000,401128639
10185,15000000,3533227
10183,1000000,4028957
5038,15500000,104504817
10189,27000000,101624843
11671,13000000,14894347
7446,92000000,188072649
14878,4000000,279000
12180,8500000,68282844
13256,25000000,2131057
13310,4000000,7282007
10483,45000000,75677515
12620,25000000,70442940
10186,15000000,8767338
13515,35000000,77488607
13956,25000000,41412264
4944,37000000,163720069
13805,20000000,34816824
9381,70000000,72107734
13972,16500000,48744911
15206,3500000,3119957
13389,60000000,78460699
13027,80000000,178066569
13092,27000000,17286299
14326,30000000,84375061
12113,70000000,115097286
13600,55000000,17929684
13051,35000000,85416905
10358,24000000,42105111
10523,25100000,29434429
13596,40000000,41622502
12837,11000000,39947322
13150,30000000,43440721
13809,18000000,25739015
11887,11000000,252909177
10527,150000000,603900354
13506,22000000,78287970
3580,55000000,113020256
12405,15000000,377910544
10764,200000000,586090727
15373,28000000,91826289
11917,10800000,113864059
13523,19000000,15079259
14405,20000000,149281606
6972,130000000,211342221
13053,150000000,309979994
8966,37000000,392616625
13387,30000000,108979549
12193,80000000,163733697
10900,3500000,1115493
14438,500000,33473297
14248,25000000,30747504
13056,35000000,10100036
43962,2396000,3087000
10200,80000000,230831978
13223,33000000,269958228
8055,32000000,113019290
11321,55000000,168168201
4922,150000000,329809326
10201,70000000,228990976
2253,75000000,200276784
10202,80000000,212874442
13973,3000000,3982459
4148,35000000,79564960
13813,32000000,51155219
42366,113440,1275423
14306,60000000,244082376
12429,34000000,205312667
14756,11715578,22114423
13944,25000000,5787152
10199,60000000,90482317
10521,30000000,113971145
14435,15000000,100734718
12437,35000000,91353501
2309,60000000,57490374
13942,2000000,106596
14560,26000000,183293131
13788,16000000,78208812
94533,1436000,2105000
14836,60000000,124596398
10184,40000000,165033701
15189,35000000,117000198
7353,8000000,3393161
20829,75000000,71585235
15268,18000000,12764201
13207,19000000,91379051
15159,70000000,75871032
13613,18000000,301771
16538,40000000,91636986
16558,60000000,81079566
13811,50000000,183593586
15472,13000000,104395170
13090,8000000,16174377
15512,175000000,381509870
33811,749000,908000
14164,30000000,57497699
13804,85000000,363164265
83099,1520000,3158000
16996,20000000,136267476
16869,75000000,321455689
15092,20000000,34560577
18320,35000000,27409889
2080,150000000,373062864
13475,150000000,385680446
15384,80000000,121059225
13448,150000000,485930816
13532,3900000,960828
534,200000000,371353001
18360,150000000,413106170
18405,15000000,45482936
16871,30000000,91388487
14160,175000000,731342744
18785,35000000,467483912
81512,1683000,3832000
70806,42000,1000000
14536,8000000,24970613
14451,800000,1984662
18162,100000000,68777554
18487,100000000,150166126
18240,40000000,317375031
89484,1818688,5075000
12162,15000000,49230772
8373,200000000,836303693
19265,15000000,35097815
11322,100000000,214104620
8355,90000000,886686817
24927,750000,1553837
10024,30000000,95714875
19913,7500000,60722734
18480,42000000,138805831
767,250000000,934416487
20943,38000000,205298907
20856,45000000,57881056
17654,30000000,210819611
24803,40000000,129540499
17335,20000000,73830340
13836,65000000,106387141
18126,30000000,155525718
14869,175000000,302469017
24420,39000000,101344412
19170,730000,775000
19585,150000000,292817841
11928,5000000,2852915
18281,935000,777000
43384,1008000,3146000
29967,1955000,1574000
24150,15000000,39421467
25376,2000000,33965843
12244,30000000,48428063
11323,22000000,41771168
19912,40000000,186167139
18501,50000000,40828540
22794,100000000,243006126
114618,2596000,2815000
23827,15000,193355800
22798,15000000,16633035
19959,80000000,122444772
19908,23600000,102391540
28665,18000000,80227619
22787,35000000,12201122
19899,60000000,172450423
16523,100000000,100086793
22803,50000000,126690726
22947,25000000,166842739
13576,60000000,261183588
10315,40000000,46471023
53263,18000000,3542843
17979,200000000,325286646
14161,200000000,769679473
8088,18000000,30991660
18239,50000000,709827462
14172,14000000,1206134
73501,4200000,5357772
33273,5700000,19300483
20411,15000000,214059
7445,26000000,43318349
22881,29000000,309208309
22949,35000000,96753696
16866,70000000,105647102
7980,65000000,93621340
22954,60000000,124514011
10198,105000000,267045765
4597,27000000,22942221
24438,58000000,85280250
19995,237000000,2787965087
22897,85000000,219103655
10528,90000000,524028679
23398,75000000,443140005
19901,20000000,51416464
28178,16000000,45000000
20504,80000000,157107755
37222,4000000,14000000
25676,16800000,20434179
22894,26000000,67918658
12201,80000000,82812456
46623,5421000,4825000
32856,52000000,216485654
7978,150000000,139789765
11324,80000000,294804195
32657,95000000,226497209
23742,37000000,55909910
11439,45000000,73741549
30298,6300000,6500000
26428,70000000,38422082
29427,20000000,56445534
22971,25000000,114977104
23023,48000000,112462508
10664,5600000,18497446
17473,6000000,9656530
26022,12000000,42345360
12155,200000000,1024299904
22972,100000000,94882549
26389,52000000,52826594
23169,16000000,56506120
29426,4000000,386078
27573,40000000,136333522
31867,32000000,18409891
43138,2727000,5440000
36970,80000000,82651439
23048,36000000,65985447
38687,373000,658000
10191,165000000,494878759
18823,125000000,493214993
23483,30000000,96188903
35056,55000000,152263880
36419,4500000,3606395
33217,15000000,75700498
35690,20000000,92678948
32985,45000000,19439975
10138,200000000,623933331
38579,50000000,89895930
23437,35000000,113400000
37565,9000000,11198830
20662,200000000,321669741
46705,3500000,12355734
37821,75000000,98159963
26388,3000000,19152480
9543,200000000,335154643
37034,20000000,3484893
37786,100000000,288347692
34806,35000000,77477008
42744,364000,8000000
37056,30000000,82148538
73576,1700000,1431983
42767,1470000,4526000
34544,110000000,177238796
10193,200000000,1063171911
99627,1754000,2540000
39013,2000000,13831503
10192,165000000,752600867
42615,383000,520000
24021,68000000,698491347
10196,150000000,319731881
1789,1218000,3310000
34851,40000000,127233108
44711,2423000,4095000
20352,69000000,543113985
27205,160000000,825532764
38365,80000000,271430189
27022,150000000,151986000
37834,117000000,258804462
25914,1383000,3535000
38575,40000000,359126022
39781,3500000,34705850
27576,110000000,293503304
31011,47000000,2331721
35019,35000000,97799865
37950,44000000,48190704
27581,100000000,170432927
28426,322000,1040000
27578,80000000,274470394
23759,12000000,6814789
43593,24000000,83188165
102286,2525000,2210000
38358,1800000,67738090
27579,20000000,67876281
23631,10500000,44093316
41233,30000000,159291809
80806,1397000,3980000
30630,2732000,1411000
22681,1500000,4000000
40264,20000000,81424988
35791,60000000,296221663
37799,40000000,224920315
23168,37000000,154026136
37735,8000000,74952305
38167,60000000,195773538
33909,70000000,134748021
41216,80000000,140073390
39691,85000000,112483764
38842,22000000,24493605
39486,35000000,60251371
44040,10000000,62695489
38303,20000000,32005248
38408,38000000,105648706
173672,625000,4500000
44639,2000000,7871522
42188,15000000,9455232
30036,695000,2509000
25633,1758000,2380000
45649,500000,100370
16290,20000000,171000000
39514,58000000,186100000
53655,1000000,3000000
41436,3000000,177512032
44603,50000000,105197635
41439,20000000,136150434
41733,65000000,211780824
44115,18000000,60738797
38055,130000000,321885765
44214,13000000,329398046
27563,1528000,633000
44048,100000000,167805466
38357,40000000,60040976
43539,35000000,67448651
39210,7000000,13936909
44147,8000000,3453043
45269,15000000,414000000
38757,260000000,590721936
45317,25000000,129190869
48838,25000000,6872403
42684,10000000,78693371
61370,1000000,2500000
38117,17000000,43165571
43347,30000000,102820008
10140,155000000,418186950
37710,100000000,278346189
44264,38000000,252276927
20526,170000000,400062763
111470,1411000,2432000
111390,1175000,2146000
27585,5000000,5129058
39451,100000000,310650585
38745,112000000,237382724
102091,1166000,2855000
42297,55000000,89519773
51739,23000000,145570827
41515,80000000,201584141
46689,1500000,291307
40805,120000000,227817248
46528,45000000,11087569
23047,40000000,91627228
49849,163000000,174822325
90968,3185000,3025000
44564,70000000,69721966
112284,1119000,651000
51876,27000000,161849455
43947,2000000,572809
114083,1341000,3305000
62976,5000000,11831362
34192,730090,11497880
41630,25000000,147780440
50348,40000000,87145086
48171,37000000,97143987
45272,15000000,20529194
48138,30000000,130786397
48340,30000000,108943221
45772,36000000,40725000
91419,1816000,4628000
79180,615000,1170000
39513,40000000,101162106
44896,135000000,245375374
38050,50200000,127869379
27582,40000000,61980729
48988,36000000,83160734
49494,25000000,27122040
46529,60000000,149878437
44943,70000000,211819354
9706,2900000,7639128
50546,80000000,214945591
49730,42000000,90300442
38322,32000000,82686066
45612,32000000,123278618
23629,82000000,89792502
104430,1005000,938000
43418,9000000,3440939
49018,1500000,97009150
98399,1400000,3200000
90406,2846000,2042000
60307,21000000,72417394
50359,63000000,184924333
50456,30000000,63782078
49012,40000000,45735397
41446,40000000,97037610
46195,90000000,484635760
10195,150000000,449326618
76714,2290000,3450000
55787,38000000,117094902
51497,125000000,626137675
86225,457000,805000
46738,6800000,12597210
47310,1500000,415000
43959,18000000,47088990
49022,35000000,65090821
55721,32500000,287797912
38321,60000000,78309131
1865,250000000,1043871802
59436,17000000,151119219
8967,32000000,54303319
45243,80000000,581464305
49950,16000000,40492759
51533,18000000,104336887
49444,150000000,665692281
49538,160000000,352616690
55347,3200000,14311701
37686,50000000,259713319
44912,200000000,219851172
58224,55000000,170700000
52449,20000000,216197492
35688,20000000,60673972
38356,195000000,1123746996
59861,30000000,72008245
38319,49900000,24856478
22907,20000000,69055695
38317,80000000,169852759
51540,35000000,209638559
49013,200000000,559852396
108923,337000,551000
59860,20000000,39667665
12445,125000000,1341511219
64690,15000000,76175166
58882,6000000,11348205
1771,140000000,370569774
50646,50000000,142851197
51828,15000000,59389433
51162,30000000,45505036
54540,12000000,63500000
41513,110000000,563749323
50544,35000000,149542245
95956,669000,378000
61791,93000000,468969479
35257,12000000,2436389
49520,52000000,75828267
50014,25000000,211608112
81829,550000,1600000
67675,9000000,18663238
55779,40000000,157887643
56288,27000000,85564310
48289,20000000,45636368
62835,40000000,72295262
63311,13000000,30842353
37430,90000000,63356133
55720,10000000,1863419
39538,60000000,135458097
60308,50000000,110206216
80241,1768000,4460000
24428,220000000,1518594910
60243,500000,24000000
59440,25000000,23057115
10316,12500000,75993061
49021,70000000,65409046
40807,8000000,39187783
74643,15000000,133000000
64720,5000000,3099314
39254,110000000,276654000
68817,24000000,63543328
60935,38000000,27428670
52451,75000000,132274484
49530,40000000,173930596
72113,25000000,27603069
50839,3500000,19484997
72571,5000000,207039844
58233,45000000,164539660
59965,35000000,86648359
45610,30000000,1104633
61891,30000000,15395087
59108,75000000,152930623
88794,35000000,76906030
17578,135000000,371940071
74536,15000000,1335012
44826,150000000,115814000
37958,75000000,226904017
71880,79000000,150519217
70586,20000000,2128186
65057,20000000,177243185
64328,45000000,165184237
50619,110000000,712171856
57212,66000000,177584879
64685,40000000,55247881
172908,975000,746000
65759,135000000,150406466
51052,100000000,147419472
56601,12500000,3878993
76163,100000000,312573423
70160,78000000,686533290
49026,250000000,1084939099
49040,125000000,276144750
58574,125000000,534848418
57157,12000000,22939027
62838,56000000,142044638
56292,145000000,694713380
74465,50000000,120081841
65754,90000000,232617430
71469,30000000,64626786
55301,75000000,342695435
73873,8000000,7532259
63207,13000000,3012210
76487,750000,101758490
77866,25000000,96262212
78461,7300000,21000000
62837,37000000,95404397
71688,13000000,114956699
52520,70000000,160112671
75174,25000000,77278331
49527,42000000,46221189
70435,23000000,33372606
72431,58000000,50365498
76758,94000000,95000000
54054,40000000,36893721
80591,15000000,2042203
48492,13000000,51723285
76726,12000000,125173516
65086,17000000,127730736
59961,85000000,208076205
72570,30000000,196114570
72545,79000000,335260290
81870,35000000,89375320
71676,57000000,132563930
147886,2075000,2041000
70876,7500000,18000000
57214,12000000,100931865
73723,70000000,335441158
75674,12000000,79501193
59962,65000000,156491279
49529,250000000,284139100
64688,42000000,201585328
81796,20000000,32204030
57165,150000000,305270083
71552,50000000,233566407
22970,30000000,65902967
70436,26000000,22485095
62764,85000000,162700692
44833,209000000,302836260
74534,10000000,134388807
72207,30000000,53774508
67660,12000000,96070507
77877,25000000,92457138
72387,30000000,41564670
62213,150000000,234211160
76493,65000000,179379533
41154,225000000,624026776
58595,170000000,396397203
93856,1000000,38390020
72197,55000000,121637375
70981,130000000,404077084
111440,400000,7200000
83666,16000000,66263898
49014,20500000,6063556
80321,145000000,376596522
62177,185000000,538788207
76494,40000000,84384002
72331,69000000,106619139
96399,12000000,10818775
80585,75000000,59418613
72105,50000000,503015487
77930,7000000,167221571
1930,230000000,757930663
57800,95000000,875115339
84175,1800000,11539605
82525,45000000,82966152
103370,20000000,66899242
80035,68000000,68267862
73567,11000000,3665069
103332,8000000,9128263
64635,125000000,198467168
37724,200000000,1108561013
77953,95000000,104907746
82696,30000000,114281051
77174,60000000,100403051
82650,22000000,77112176
71864,25000000,52685425
82633,26000000,53676580
71668,5000000,8493728
77883,14000000,69899892
48034,25000000,48325382
84174,3000000,11947954
83686,6000000,13231461
114150,17000000,113042075
77948,20000000,10968746
59967,30000000,166521158
87428,70000000,58058367
71679,65000000,240159255
87825,60000000,48963137
68722,32000000,25694106
49049,35000000,35626525
4822,2692960,1827000
77016,7000000,48126384
103663,3800000,18309793
82675,45000000,376141306
82505,6900000,40494035
82096,947000,1120000
